scrape_date,tax_year,source_url,std_deduction_single,std_deduction_married_filing_jointly,std_deduction_head_of_household,single_10_threshold,married_filing_jointly_10_threshold,head_of_household_10_threshold,single_12_threshold,married_filing_jointly_12_threshold,head_of_household_12_threshold,single_22_threshold,married_filing_jointly_22_threshold,head_of_household_22_threshold,single_24_threshold,married_filing_jointly_24_threshold,head_of_household_24_threshold,single_32_threshold,married_filing_jointly_32_threshold,head_of_household_32_threshold,single_35_threshold,married_filing_jointly_35_threshold,head_of_household_35_threshold,single_37_threshold,married_filing_jointly_37_threshold,head_of_household_37_threshold
2026-07-10T08:50:39.751967,2026,https://taxfoundation.org/data/all/federal/2026-tax-brackets/,16100,32200,24150,"0.0,12400.0","0.0,24800.0","0.0,17700.0","12401.0,50400.0","24801.0,100800.0","17701.0,67450.0","50401.0,105700.0","100801.0,211400.0","67451.0,105700.0","105701.0,201775.0","211401.0,403550.0","105701.0,201775.0","201776.0,256225.0","403551.0,512450.0","201776.0,256200.0","256226.0,640600.0","512451.0,768700.0","256201.0,640600.0",640601.0,768701.0,640601.0
